key,year,identifier,paper_count,ew
Absolute Mobility Measures,1976,appeared,1,1.0
Absolute Mobility Measures,1977,filled,0,0.8705505632961241
Absolute Mobility Measures,1978,filled,0,0.757858283255199
Absolute Mobility Measures,1979,filled,0,0.6597539553864471
Absolute Mobility Measures,1980,filled,0,0.5743491774985174
Absolute Mobility Measures,1981,filled,0,0.49999999999999994
Absolute Mobility Measures,1982,filled,0,0.435275281648062
Absolute Mobility Measures,1983,filled,0,0.37892914162759944
Absolute Mobility Measures,1984,filled,0,0.3298769776932235
Absolute Mobility Measures,1985,filled,0,0.28717458874925866
Absolute Mobility Measures,1986,appeared,1,1.25
Absolute Mobility Measures,1987,filled,0,1.0881882041201552
Absolute Mobility Measures,1988,filled,0,0.9473228540689987
Absolute Mobility Measures,1989,filled,0,0.8246924442330589
Absolute Mobility Measures,1990,filled,0,0.7179364718731468
Absolute Mobility Measures,1991,filled,0,0.6249999999999999
Absolute Mobility Measures,1992,filled,0,0.5440941020600775
Absolute Mobility Measures,1993,filled,0,0.4736614270344993
Absolute Mobility Measures,1994,filled,0,0.4123462221165294
Absolute Mobility Measures,1995,filled,0,0.35896823593657334
Absolute Mobility Measures,1996,filled,0,0.3124999999999999
Absolute Mobility Measures,1997,filled,0,0.2720470510300387
Absolute Mobility Measures,1998,filled,0,0.2368307135172496
Absolute Mobility Measures,1999,filled,0,0.20617311105826464
Absolute Mobility Measures,2000,filled,0,0.17948411796828664
Absolute Mobility Measures,2001,filled,0,0.15624999999999994
Absolute Mobility Measures,2002,appeared,1,1.1360235255150193
Absolute Mobility Measures,2003,filled,0,0.9889659200547489
Absolute Mobility Measures,2004,appeared,1,1.8609448387843313
Absolute Mobility Measures,2005,filled,0,1.6200465776667146
Absolute Mobility Measures,2006,filled,0,1.4103324607537164
Absolute Mobility Measures,2007,filled,0,1.2277657181439567
Absolute Mobility Measures,2008,appeared,1,2.068832137525892
Absolute Mobility Measures,2009,filled,0,1.8010229826882898
Absolute Mobility Measures,2010,appeared,1,2.567881572088556
Absolute Mobility Measures,2011,filled,0,2.235470749059429
Absolute Mobility Measures,2012,appeared,1,2.9460903198256947
Absolute Mobility Measures,2013,appeared,1,3.564720587445517
Absolute Mobility Measures,2014,appeared,1,4.103269515393985
Absolute Mobility Measures,2015,filled,0,3.572103587982048
Absolute Mobility Measures,2016,appeared,1,4.109696790669878
Absolute Mobility Measures,2017,appeared,1,4.577698856093935
Absolute Mobility Measures,2018,appeared,1,4.985118317772598
Absolute Mobility Measures,2019,appeared,1,5.339797559634762
Absolute Mobility Measures,2020,appeared,1,5.648563773427312
Absolute Mobility Measures,2021,appeared,1,5.917360374771227
Absolute Mobility Measures,2022,appeared,1,6.151361407483256
Absolute Mobility Measures,2023,appeared,1,6.355071138322587
Absolute Mobility Measures,2024,appeared,1,6.532410759253668
Absolute Mobility Measures,2025,filled,0,5.686793866149943
Administrative/Registry Data,1976,filled,0,0.0
Administrative/Registry Data,1977,filled,0,0.0
Administrative/Registry Data,1978,filled,0,0.0
Administrative/Registry Data,1979,appeared,1,1.0
Administrative/Registry Data,1980,filled,0,0.8705505632961241
Administrative/Registry Data,1981,appeared,1,1.757858283255199
Administrative/Registry Data,1982,filled,0,1.5303045186825712
Administrative/Registry Data,1983,filled,0,1.3322074607537164
Administrative/Registry Data,1984,filled,0,1.159753955386447
Administrative/Registry Data,1985,filled,0,1.0096244591465795
Administrative/Registry Data,1986,filled,0,0.8789291416275995
Administrative/Registry Data,1987,filled,0,0.7651522593412856
Administrative/Registry Data,1988,filled,0,0.6661037303768582
Administrative/Registry Data,1989,filled,0,0.5798769776932235
Administrative/Registry Data,1990,filled,0,0.5048122295732898
Administrative/Registry Data,1991,filled,0,0.43946457081379975
Administrative/Registry Data,1992,filled,0,0.3825761296706428
Administrative/Registry Data,1993,filled,0,0.3330518651884291
Administrative/Registry Data,1994,filled,0,0.2899384888466118
Administrative/Registry Data,1995,filled,0,0.2524061147866449
Administrative/Registry Data,1996,filled,0,0.21973228540689987
Administrative/Registry Data,1997,filled,0,0.1912880648353214
Administrative/Registry Data,1998,appeared,1,1.1665259325942146
Administrative/Registry Data,1999,filled,0,1.01551980771943
Administrative/Registry Data,2000,appeared,1,1.8840613406485214
Administrative/Registry Data,2001,filled,0,1.6401706613860212
Administrative/Registry Data,2002,filled,0,1.4278514931713773
Administrative/Registry Data,2003,filled,0,1.2430169216835545
Administrative/Registry Data,2004,filled,0,1.0821090813582326
Administrative/Registry Data,2005,appeared,1,1.942030670324261
Administrative/Registry Data,2006,appeared,1,2.6906358939891346
Administrative/Registry Data,2007,appeared,1,3.3423345931370116
Administrative/Registry Data,2008,appeared,1,3.9096712627795474
Administrative/Registry Data,2009,appeared,1,4.403566520115404
Administrative/Registry Data,2010,filled,0,3.8335273145984177
Administrative/Registry Data,2011,appeared,1,4.33727936313473
Administrative/Registry Data,2012,filled,0,3.7758209927495936
Administrative/Registry Data,2013,appeared,1,4.28704309214349
Administrative/Registry Data,2014,appeared,1,4.732087778740273
Administrative/Registry Data,2015,appeared,1,5.11952168134905
Administrative/Registry Data,2016,appeared,1,5.456802483505136
Administrative/Registry Data,2017,appeared,1,5.750422475811085
Administrative/Registry Data,2018,appeared,1,6.006033525508033
Administrative/Registry Data,2019,appeared,1,6.228555868806424
Administrative/Registry Data,2020,appeared,1,6.422272820110813
Administrative/Registry Data,2021,appeared,1,6.590913221188855
Administrative/Registry Data,2022,appeared,1,6.73772321734183
Administrative/Registry Data,2023,appeared,1,6.865528742190303
Administrative/Registry Data,2024,appeared,1,6.976789913839499
Administrative/Registry Data,2025,appeared,1,7.0736483894916935
Archival/Historical Data,1976,appeared,1,1.0
Archival/Historical Data,1977,filled,0,0.8705505632961241
Archival/Historical Data,1978,filled,0,0.757858283255199
Archival/Historical Data,1979,filled,0,0.6597539553864471
Archival/Historical Data,1980,filled,0,0.5743491774985174
Archival/Historical Data,1981,filled,0,0.49999999999999994
Archival/Historical Data,1982,filled,0,0.435275281648062
Archival/Historical Data,1983,filled,0,0.37892914162759944
Archival/Historical Data,1984,filled,0,0.3298769776932235
Archival/Historical Data,1985,filled,0,0.28717458874925866
Archival/Historical Data,1986,filled,0,0.24999999999999992
Archival/Historical Data,1987,filled,0,0.21763764082403095
Archival/Historical Data,1988,filled,0,0.1894645708137997
Archival/Historical Data,1989,filled,0,0.16493848884661172
Archival/Historical Data,1990,filled,0,0.14358729437462933
Archival/Historical Data,1991,filled,0,0.12499999999999996
Archival/Historical Data,1992,filled,0,0.10881882041201547
Archival/Historical Data,1993,filled,0,0.09473228540689985
Archival/Historical Data,1994,filled,0,0.08246924442330586
Archival/Historical Data,1995,filled,0,0.07179364718731467
Archival/Historical Data,1996,filled,0,0.06249999999999998
Archival/Historical Data,1997,filled,0,0.05440941020600774
Archival/Historical Data,1998,filled,0,0.04736614270344992
Archival/Historical Data,1999,filled,0,0.04123462221165293
Archival/Historical Data,2000,filled,0,0.03589682359365733
Archival/Historical Data,2001,filled,0,0.03124999999999999
Archival/Historical Data,2002,filled,0,0.02720470510300387
Archival/Historical Data,2003,filled,0,0.02368307135172496
Archival/Historical Data,2004,appeared,1,1.0206173111058265
Archival/Historical Data,2005,filled,0,0.8884989750929528
Archival/Historical Data,2006,appeared,1,1.773483283255199
Archival/Historical Data,2007,filled,0,1.543906871234073
Archival/Historical Data,2008,appeared,1,2.3440489964295788
Archival/Historical Data,2009,filled,0,2.0406131742354843
Archival/Historical Data,2010,filled,0,1.7764569483001926
Archival/Historical Data,2011,appeared,1,2.5464955970140464
Archival/Historical Data,2012,filled,0,2.216853176411678
Archival/Historical Data,2013,filled,0,1.9298827814699884
Archival/Historical Data,2014,appeared,1,2.6800605425041892
Archival/Historical Data,2015,appeared,1,3.333128214944738
Archival/Historical Data,2016,appeared,1,3.9016566450583463
Archival/Historical Data,2017,appeared,1,4.396589390143609
Archival/Historical Data,2018,appeared,1,4.827453370171281
Archival/Historical Data,2019,appeared,1,5.202542250688382
Archival/Historical Data,2020,appeared,1,5.529076086908657
Archival/Historical Data,2021,filled,0,4.813340301965461
Archival/Historical Data,2022,filled,0,4.190256111211968
Archival/Historical Data,2023,filled,0,3.6478298179706057
Archival/Historical Data,2024,appeared,1,4.175620302842709
Archival/Historical Data,2025,filled,0,3.635088606750452
Big Data,1976,filled,0,0.0
Big Data,1977,filled,0,0.0
Big Data,1978,filled,0,0.0
Big Data,1979,filled,0,0.0
Big Data,1980,filled,0,0.0
Big Data,1981,filled,0,0.0
Big Data,1982,filled,0,0.0
Big Data,1983,filled,0,0.0
Big Data,1984,filled,0,0.0
Big Data,1985,filled,0,0.0
Big Data,1986,filled,0,0.0
Big Data,1987,filled,0,0.0
Big Data,1988,filled,0,0.0
Big Data,1989,filled,0,0.0
Big Data,1990,filled,0,0.0
Big Data,1991,filled,0,0.0
Big Data,1992,filled,0,0.0
Big Data,1993,filled,0,0.0
Big Data,1994,filled,0,0.0
Big Data,1995,filled,0,0.0
Big Data,1996,filled,0,0.0
Big Data,1997,filled,0,0.0
Big Data,1998,filled,0,0.0
Big Data,1999,filled,0,0.0
Big Data,2000,filled,0,0.0
Big Data,2001,filled,0,0.0
Big Data,2002,filled,0,0.0
Big Data,2003,filled,0,0.0
Big Data,2004,filled,0,0.0
Big Data,2005,filled,0,0.0
Big Data,2006,filled,0,0.0
Big Data,2007,filled,0,0.0
Big Data,2008,filled,0,0.0
Big Data,2009,filled,0,0.0
Big Data,2010,filled,0,0.0
Big Data,2011,filled,0,0.0
Big Data,2012,filled,0,0.0
Big Data,2013,filled,0,0.0
Big Data,2014,filled,0,0.0
Big Data,2015,filled,0,0.0
Big Data,2016,filled,0,0.0
Big Data,2017,filled,0,0.0
Big Data,2018,filled,0,0.0
Big Data,2019,filled,0,0.0
Big Data,2020,filled,0,0.0
Big Data,2021,filled,0,0.0
Big Data,2022,appeared,2,1.0
Big Data,2023,filled,0,0.8705505632961241
Big Data,2024,filled,0,0.757858283255199
Big Data,2025,appeared,2,1.659753955386447
Decomposition / Structural Approaches,1976,filled,0,0.0
Decomposition / Structural Approaches,1977,filled,0,0.0
Decomposition / Structural Approaches,1978,filled,0,0.0
Decomposition / Structural Approaches,1979,appeared,2,1.0
Decomposition / Structural Approaches,1980,filled,0,0.8705505632961241
Decomposition / Structural Approaches,1981,appeared,2,1.757858283255199
Decomposition / Structural Approaches,1982,filled,0,1.5303045186825712
Decomposition / Structural Approaches,1983,filled,0,1.3322074607537164
Decomposition / Structural Approaches,1984,filled,0,1.159753955386447
Decomposition / Structural Approaches,1985,filled,0,1.0096244591465795
Decomposition / Structural Approaches,1986,filled,0,0.8789291416275995
Decomposition / Structural Approaches,1987,filled,0,0.7651522593412856
Decomposition / Structural Approaches,1988,filled,0,0.6661037303768582
Decomposition / Structural Approaches,1989,filled,0,0.5798769776932235
Decomposition / Structural Approaches,1990,filled,0,0.5048122295732898
Decomposition / Structural Approaches,1991,filled,0,0.43946457081379975
Decomposition / Structural Approaches,1992,filled,0,0.3825761296706428
Decomposition / Structural Approaches,1993,filled,0,0.3330518651884291
Decomposition / Structural Approaches,1994,filled,0,0.2899384888466118
Decomposition / Structural Approaches,1995,appeared,2,1.2524061147866448
Decomposition / Structural Approaches,1996,appeared,2,2.0902828487030236
Decomposition / Structural Approaches,1997,filled,0,1.8196969113866441
Decomposition / Structural Approaches,1998,filled,0,1.5841381712358604
Decomposition / Structural Approaches,1999,filled,0,1.3790723773082703
Decomposition / Structural Approaches,2000,appeared,2,2.2005522348918394
Decomposition / Structural Approaches,2001,filled,0,1.9156919876476357
Decomposition / Structural Approaches,2002,filled,0,1.667706738948521
Decomposition / Structural Approaches,2003,appeared,2,2.451823041004377
Decomposition / Structural Approaches,2004,filled,0,2.1344359294487765
Decomposition / Structural Approaches,2005,appeared,2,2.8581344007011187
Decomposition / Structural Approaches,2006,appeared,2,3.488150512506389
Decomposition / Structural Approaches,2007,appeared,2,4.036611393524101
Decomposition / Structural Approaches,2008,filled,0,3.5140743224399587
Decomposition / Structural Approaches,2009,appeared,2,4.059179380864552
Decomposition / Structural Approaches,2010,appeared,2,4.533720896531648
Decomposition / Structural Approaches,2011,appeared,2,4.946833280303035
Decomposition / Structural Approaches,2012,appeared,2,5.306468498699821
Decomposition / Structural Approaches,2013,appeared,2,5.619549140656267
Decomposition / Structural Approaches,2014,appeared,2,5.8921016698685635
Decomposition / Structural Approaches,2015,appeared,2,6.129372427702112
Decomposition / Structural Approaches,2016,appeared,2,6.335928619587805
Decomposition / Structural Approaches,2017,appeared,2,6.515746228786198
Decomposition / Structural Approaches,2018,appeared,2,6.672286549764421
Decomposition / Structural Approaches,2019,appeared,2,6.808562814370569
Decomposition / Structural Approaches,2020,appeared,2,6.927198193287343
Decomposition / Structural Approaches,2021,appeared,2,7.03047628923019
Decomposition / Structural Approaches,2022,appeared,2,7.120385093829387
Decomposition / Structural Approaches,2023,appeared,2,7.198655254318498
Decomposition / Structural Approaches,2024,appeared,2,7.266793386621572
Decomposition / Structural Approaches,2025,filled,0,6.326111076079959
"Demographic Differences in Mobility (Race, Gender, etc.)",1976,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1977,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1978,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1979,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1980,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1981,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1982,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1983,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1984,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1985,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1986,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1987,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1988,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1989,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1990,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1991,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1992,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1993,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1994,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1995,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1996,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1997,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1998,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",1999,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",2000,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",2001,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",2002,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",2003,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",2004,filled,0,0.0
"Demographic Differences in Mobility (Race, Gender, etc.)",2005,appeared,1,1.0
"Demographic Differences in Mobility (Race, Gender, etc.)",2006,appeared,1,1.8705505632961241
"Demographic Differences in Mobility (Race, Gender, etc.)",2007,filled,0,1.6284088465513231
"Demographic Differences in Mobility (Race, Gender, etc.)",2008,filled,0,1.417612238641646
"Demographic Differences in Mobility (Race, Gender, etc.)",2009,filled,0,1.2341031328849645
"Demographic Differences in Mobility (Race, Gender, etc.)",2010,filled,0,1.0743491774985174
"Demographic Differences in Mobility (Race, Gender, etc.)",2011,appeared,1,1.935275281648062
"Demographic Differences in Mobility (Race, Gender, etc.)",2012,filled,0,1.6847549865717857
"Demographic Differences in Mobility (Race, Gender, etc.)",2013,appeared,1,2.466664402576022
"Demographic Differences in Mobility (Race, Gender, etc.)",2014,appeared,1,3.1473560851250535
"Demographic Differences in Mobility (Race, Gender, etc.)",2015,filled,0,2.7399326127990995
"Demographic Differences in Mobility (Race, Gender, etc.)",2016,filled,0,2.385249879465677
"Demographic Differences in Mobility (Race, Gender, etc.)",2017,filled,0,2.0764806261708575
"Demographic Differences in Mobility (Race, Gender, etc.)",2018,appeared,1,2.8076813787865285
"Demographic Differences in Mobility (Race, Gender, etc.)",2019,appeared,1,3.4442286058586506
"Demographic Differences in Mobility (Race, Gender, etc.)",2020,appeared,1,3.9983751529508726
"Demographic Differences in Mobility (Race, Gender, etc.)",2021,appeared,1,4.480787741670609
"Demographic Differences in Mobility (Race, Gender, etc.)",2022,appeared,1,4.900752292521716
"Demographic Differences in Mobility (Race, Gender, etc.)",2023,filled,0,4.266352668829551
"Demographic Differences in Mobility (Race, Gender, etc.)",2024,appeared,1,4.714075719069488
"Demographic Differences in Mobility (Race, Gender, etc.)",2025,filled,0,4.103841272656524
Empirical Estimates and Determinants,1976,filled,0,0.0
Empirical Estimates and Determinants,1977,filled,0,0.0
Empirical Estimates and Determinants,1978,filled,0,0.0
Empirical Estimates and Determinants,1979,filled,0,0.0
Empirical Estimates and Determinants,1980,appeared,1,1.0
Empirical Estimates and Determinants,1981,filled,0,0.8705505632961241
Empirical Estimates and Determinants,1982,filled,0,0.757858283255199
Empirical Estimates and Determinants,1983,filled,0,0.6597539553864471
Empirical Estimates and Determinants,1984,filled,0,0.5743491774985174
Empirical Estimates and Determinants,1985,filled,0,0.49999999999999994
Empirical Estimates and Determinants,1986,filled,0,0.435275281648062
Empirical Estimates and Determinants,1987,filled,0,0.37892914162759944
Empirical Estimates and Determinants,1988,filled,0,0.3298769776932235
Empirical Estimates and Determinants,1989,filled,0,0.28717458874925866
Empirical Estimates and Determinants,1990,appeared,1,1.25
Empirical Estimates and Determinants,1991,filled,0,1.0881882041201552
Empirical Estimates and Determinants,1992,appeared,1,1.9473228540689989
Empirical Estimates and Determinants,1993,filled,0,1.695243007529183
Empirical Estimates and Determinants,1994,filled,0,1.475794755128346
Empirical Estimates and Determinants,1995,filled,0,1.284753955386447
Empirical Estimates and Determinants,1996,filled,0,1.118443279558595
Empirical Estimates and Determinants,1997,filled,0,0.9736614270344993
Empirical Estimates and Determinants,1998,appeared,1,1.8476215037645916
Empirical Estimates and Determinants,1999,filled,0,1.6084479408602972
Empirical Estimates and Determinants,2000,filled,0,1.4002352609484228
Empirical Estimates and Determinants,2001,filled,0,1.2189755951657448
Empirical Estimates and Determinants,2002,appeared,1,2.061179891015767
Empirical Estimates and Determinants,2003,appeared,1,2.7943613151784197
Empirical Estimates and Determinants,2004,filled,0,2.4326328169814717
Empirical Estimates and Determinants,2005,appeared,1,3.1177298691158573
Empirical Estimates and Determinants,2006,appeared,1,3.714141493763961
Empirical Estimates and Determinants,2007,appeared,1,4.233347969557724
Empirical Estimates and Determinants,2008,appeared,1,4.68534345952698
Empirical Estimates and Determinants,2009,appeared,1,5.078828387927023
Empirical Estimates and Determinants,2010,appeared,1,5.421376913994216
Empirical Estimates and Determinants,2011,appeared,1,5.719582726318268
Empirical Estimates and Determinants,2012,appeared,1,5.97918596421515
Empirical Estimates and Determinants,2013,appeared,1,6.205183709199778
Empirical Estimates and Determinants,2014,appeared,1,6.4019261733998
Empirical Estimates and Determinants,2015,appeared,1,6.573200436433396
Empirical Estimates and Determinants,2016,appeared,1,6.7223033425954215
Empirical Estimates and Determinants,2017,appeared,1,6.852104961543862
Empirical Estimates and Determinants,2018,appeared,1,6.965103834036176
Empirical Estimates and Determinants,2019,appeared,1,7.063475066136187
Empirical Estimates and Determinants,2020,appeared,1,7.149112197652985
Empirical Estimates and Determinants,2021,appeared,1,7.223663650733998
